n	radius_squared	x	y
749	279804448254500716625/3698	19/86	7/86
750	1253848624575625/4	1/2	0
751	250090701537208605125/3698	23/86	9/86
752	72953793305453125/98	1/2	5/14
753	463282774978763481625/3698	31/86	13/86
754	4450181391632640625/256	7/16	0
755	431667594988366140625/1922	25/62	3/62
756	641801265625/2	1/2	1/2
757	431667594988366140625/1922	19/62	5/62
758	4450181391632640625/256	1/2	7/16
759	24801609309523550725/1058	15/46	5/46
760	72953793305453125/98	3/14	3/14
761	307038202836512551625/1458	25/54	5/18
762	16056655227815067125/1058	7/46	7/46
763	850308385226509257425/2116	7/23	13/46
764	13886544591117147625/484	7/22	0
765	623267033637165125/162	1/6	1/18
766	13886544591117147625/484	1/11	1/22
767	77829780317723165225/1058	11/46	5/46
768	12882250225/2	1/2	1/2
769	50482786532248182125/1058	19/46	5/46
770	13886544591117147625/484	5/11	9/22
771	16056655227815067125/1058	21/46	5/46
772	13886544591117147625/484	1/2	2/11
773	151424780930748223925/1458	7/18	19/54
774	623267033637165125/162	1/2	1/18
775	169415844011629201025/1458	23/54	7/18
776	19847078757004197725/722	1/2	15/38
777	13603053979519731025/722	17/38	13/38
778	13603053979519731025/722	1/38	1/38
779	19847078757004197725/722	11/38	3/38
780	2015168212890625/2	1/2	1/2
781	1086960061136559033125/3698	27/86	7/86
782	97725033451550990225/722	5/38	5/38
783	221017693892379041125/1058	21/46	19/46
784	37181513078125/2	1/2	1/2
785	818021489308956798125/3698	7/86	1/86
786	38391532218851523725/1058	1/2	17/46
787	818021489308956798125/3698	27/86	3/86
788	1001846543086250460625/3698	1/2	5/86
789	1221429347050360150625/3698	23/86	21/86
790	1086960061136559033125/3698	37/86	21/86
791	681022135840561792225/1458	17/54	11/54
792	13831923828125/2	1/2	1/2
793	428237502632206515625/1458	17/54	13/54
794	309518194971792828125/1458	1/2	7/54
795	128283900341040457325/1058	15/46	7/46
796	36973275987719085625/578	13/34	5/34
797	309518194971792828125/1458	11/54	1/18
798	2632821805815833125/242	1/2	3/22
799	146212015047745830625/1058	19/46	3/46
800	325613250625/2	1/2	1/2
801	2632821805815833125/242	9/22	7/22
802	40262456102319953125/722	17/38	17/38
803	116688275665071150625/484	3/22	1/11
804	84626400234325625/98	1/2	1/14
805	11560507197695828125/722	13/38	3/38
806	7923493697297140625/722	11/38	1/38
807	7923493697297140625/722	15/38	7/38
808	204876275388370625/98	1/2	1/14
809	5162210414293863125/256	7/16	3/8
810	35145037305625/4	1/2	0
811	5162210414293863125/256	7/16	1/8
812	204876275388370625/98	5/14	5/14
813	6796944779795958125/144	1/6	1/12
814	250090701537208605125/1444	13/38	5/19
815	3251179119983711866625/6962	13/118	1/118
816	84626400234325625/98	5/14	5/14
817	4607045203237407125/722	17/38	15/38
818	2578254655022769125/722	7/38	7/38
819	2476145559774342625/722	7/38	3/38
820	2476145559774342625/722	1/2	1/38
821	140878295676438685625/1682	13/58	1/58
822	4607045203237407125/722	1/2	1/38
823	94349684260367193125/1682	17/58	15/58
824	13313712919747131125/722	17/38	17/38
825	19008672966674126125/722	11/38	7/38
826	157956212975221480625/1682	1/2	19/58
827	233257505956070610625/1682	13/58	5/58
828	203032880514595625/98	1/2	1/14
829	269899866015403346125/1444	9/19	5/38
830	650235823996742373325/3698	27/86	13/86
831	497322607038414698125/1682	23/58	11/58
832	57893798828125/2	1/2	1/2
833	946572251053905607625/3698	35/86	23/86
834	547228168710129720125/3698	37/86	37/86
835	817490522013664980325/3698	13/86	11/86
836	18343430614290640625/144	5/12	1/3
837	2468060244787515625/98	3/14	3/14
838	83916336755317483625/722	13/38	9/38
839	614926498859836489625/3698	15/86	11/86
840	3740152203125/2	1/2	1/2
841	547228168710129720125/3698	27/86	17/86
842	614926498859836489625/3698	41/86	27/86
843	650235823996742373325/3698	23/86	5/86
844	41518393941287063125/484	2/11	1/22
845	757123904653741119625/3698	21/86	5/86
846	1476970192768890625/98	1/2	3/14
847	650235823996742373325/3698	31/86	25/86
848	144845767136110625/242	1/2	9/22
849	2468060244787515625/64	3/8	0
850	43042004728123285625/484	5/11	5/22
851	222683501368747388125/1458	13/54	11/54
852	127636369060533125/242	9/22	3/22
853	303053970374358125/242	9/22	7/22
854	169599010943448125/242	5/22	3/22
855	1476970192768890625/98	1/14	1/14
856	127636369060533125/242	1/22	1/22
857	249140947075925295625/1458	19/54	7/54
858	34245098652302468125/484	7/22	3/11
859	302055838490281110625/1458	23/54	11/54
860	5828916947112878125/256	3/8	3/16
861	687356816259206640625/1058	11/46	1/46
862	41518393941287063125/484	5/11	7/22
863	264880418681525252125/1682	15/58	9/58
864	53716552825/2	1/2	1/2
865	1154040141695857521625/3698	29/86	17/86
866	263957116671944923825/1922	11/62	7/62
867	89844567278921820625/484	5/22	1/11
868	5828916947112878125/256	3/16	1/8
869	2022923988409623885625/1458	19/54	13/54
870	321487351114274307625/1682	7/58	1/58
871	456874279202362347625/1682	27/58	3/58
872	1561080215780909525/144	1/6	1/12
873	4767090748041851685625/3698	19/86	7/86
874	158217162836615754625/1682	17/58	3/58
875	557011107520688341625/1682	25/58	23/58
876	6293998439903551325/144	1/6	1/12
877	112109624827024547125/1682	15/58	11/58
878	112109624827024547125/1682	23/58	7/58
879	120989595110353224125/1682	11/58	5/58
880	137505595703125/2	1/2	1/2
881	1694678427186957798625/1444	17/38	3/19
882	18330485947515625/4	1/2	0
883	202555614285872251625/1682	23/58	13/58
884	139108020937302015625/484	9/22	0
885	5627157583906050895625/5618	49/106	21/106
886	321487351114274307625/1682	5/58	5/58
887	151292665106992703125/484	5/22	1/11
888	927366400188288125/98	3/14	3/14
889	758975292836791922125/1682	9/58	7/58
890	98492540371666390625/484	1/2	2/11
891	549141207900390625/18	1/6	1/6
892	762471651028075015625/1922	1/2	17/62
893	98492540371666390625/484	5/11	9/22
894	2187027672104640625/242	7/22	3/22
895	281176952014895828125/1058	11/46	9/46
896	151913328125/2	1/2	1/2
897	2666376202976890625/242	9/22	3/22
898	30083226207436650625/256	1/2	1/16
899	98492540371666390625/484	1/11	1/22
900	4338576555625/2	1/2	1/2
901	3682960818992868954125/3362	21/82	5/82
902	30083226207436650625/256	1/16	0
903	1145250782822116901125/2738	35/74	29/74
904	493167642744863125/98	5/14	5/14
905	151292665106992703125/484	9/22	3/11
906	250090701537208605125/1458	19/54	1/6
907	116464503249312765625/722	9/38	3/38
908	116464503249312765625/722	11/38	11/38
909	269899866015403346125/1458	11/54	1/54
910	56587224185971186825/722	1/2	13/38
911	250090701537208605125/1458	7/18	1/54
912	927366400188288125/98	1/2	5/14
913	250090701537208605125/1458	5/18	1/54
914	339231941689084939625/1458	1/2	1/54
915	276938363125248981325/722	17/38	7/38
916	19890600666454346725/722	9/38	9/38
917	736753688312317242125/2738	9/74	7/74
918	11978317528417258525/722	9/38	3/38
919	547228168710129720125/1444	9/19	9/38
920	6703462103059199725/722	1/2	17/38
921	5641527512475564125/722	9/38	1/38
922	5641527512475564125/722	15/38	3/38
923	6703462103059199725/722	15/38	11/38
924	13622537119140625/2	1/2	1/2
925	1584525055685394616625/2738	17/74	13/74
926	11978317528417258525/722	11/38	11/38
927	650235823996742373325/1444	15/38	4/19
928	38008771570551375425/722	1/2	9/38
929	727491565461701863225/1444	9/19	7/38
930	9057754739592203125/36	1/6	0
931	56587224185971186825/722	7/38	5/38
932	1250453507686043025625/3698	41/86	37/86
933	86905761434917953125/242	7/22	5/22
934	86905761434917953125/242	9/22	9/22
935	1943774264422858960625/3698	37/86	15/86
936	345798095703125/2	1/2	1/2
937	1399022241272503583125/3698	39/86	23/86
938	27319428309189453125/242	7/22	3/22
939	43442369606416015625/242	3/22	1/22
940	22408070410908203125/242	3/22	1/22
941	3566573693387051639825/3698	37/86	15/86
942	6746161150755203125/98	1/2	1/14
943	3173923378518752376725/3698	35/86	1/86
944	2295706199677808125/144	1/2	5/12
945	148487782616265625/18	1/6	1/6
946	23394655770699078125/98	1/2	3/14
947	2316413874893817408125/3698	41/86	23/86
948	6746161150755203125/98	5/14	5/14
949	2325575557858749379625/1444	15/38	6/19
950	10410838675858765625/64	1/2	3/8
951	253015733421626898125/484	9/22	3/11
952	6546322109834463125/256	7/16	1/8
953	1615563460935639288125/1458	7/18	13/54
954	3116335168185825625/162	5/18	5/18
955	1266252442354960523125/1458	25/54	19/54
956	69432722955585738125/484	5/22	0
957	80283276139075335625/1058	21/46	7/46
958	91107987528613583125/1058	17/46	9/46
959	91107987528613583125/1058	19/46	3/46
960	78994930625/2	1/2	1/2
961	313919924888583105625/1058	11/46	5/46
962	91107987528613583125/1058	1/46	1/46
963	3116335168185825625/162	7/18	1/18
964	91107987528613583125/1058	1/2	5/46
965	27259886467555737958625/8978	43/134	37/134
966	106677777883428870625/1058	17/46	17/46
967	1535191014182562758125/1458	25/54	13/54
968	434337703823345725/98	5/14	5/14
969	253015733421626898125/484	5/22	1/11
970	15073654409738080325/256	3/8	1/16
971	1462144477744593791525/1922	25/62	13/62
972	1405801492225/2	1/2	1/2
973	1462144477744593791525/1922	17/62	3/62
974	15073654409738080325/256	1/8	1/16
975	4023736534633306765625/3698	27/86	25/86
976	434337703823345725/98	1/2	1/14
977	4023736534633306765625/3698	31/86	7/86
978	16584545262702137825/144	5/12	1/3
979	4521518373969385953125/3698	17/86	3/86
980	6299061163890625/2	1/2	1/2
981	4521518373969385953125/3698	31/86	5/86
982	4023736534633306765625/3698	21/86	15/86
983	577759302493259778125/1682	27/58	7/58
984	368971105021659725/98	5/14	5/14
985	562324118191788471025/1682	17/58	3/58
986	411364623375200962025/1682	13/58	7/58
987	381172724411883460225/1682	11/58	9/58
988	381172724411883460225/1682	21/58	15/58
989	411364623375200962025/1682	21/58	3/58
990	67790258681640625/4	1/2	0
991	577759302493259778125/1682	9/58	1/58
992	534546027449890625/98	1/2	3/14
993	9724361434427309515625/3698	17/86	11/86
994	688689088571965655525/1682	11/58	5/58
995	7010427570649781890625/1458	13/54	1/6
996	21025032026752203125/144	5/12	1/6
997	517060532137795017125/484	2/11	1/22
998	1093056993788532645925/1682	1/2	5/58
999	16684087254763605625/98	5/14	5/14
1000	43236159468125/2	1/2	1/2
1001	1700754617731603890625/1922	29/62	21/62
1002	142525448753265443125/162	7/18	5/18
1003	1700754617731603890625/1922	17/62	1/62
1004	19518850327488078125/256	3/16	1/8
1005	17073775428408375625/64	3/8	0
1006	165816760957264002625/484	2/11	1/22
1007	1195228549261514828125/1058	15/46	7/46
1008	818849890625/2	1/2	1/2
1009	1195228549261514828125/1058	9/46	3/46
1010	28530776429743680625/64	1/2	1/8
1011	191957661094257618625/1058	15/46	1/46
1012	19518850327488078125/256	3/8	3/16
1013	1196390238638824770125/1458	7/18	19/54
1014	124008046547617753625/1058	21/46	21/46
1015	117403108123026337625/484	3/22	1/11
1016	9660149850129390625/144	5/12	0
1017	9984318503117700625/98	3/14	3/14
1018	89037256495986417125/484	1/22	0
1019	1848638747317907228125/1458	23/54	17/54
1020	1557163702538504125/242	1/2	3/22
1021	89037256495986417125/484	3/11	3/22
1022	637492608909738746125/1458	19/54	7/54
1023	2069107933510067125/242	3/22	1/22
1024	64411251125/2	1/2	1/2
1025	547228168710129720125/1458	7/18	13/54
1026	1557163702538504125/242	9/22	7/22
1027	89037256495986417125/484	4/11	5/22
1028	757123904653741119625/1458	25/54	19/54
1029	114906538544122872625/1058	13/46	7/46
1030	89037256495986417125/484	1/2	5/11
1031	259805576737050193525/722	13/38	1/38
1032	1140696269109528625/162	1/18	1/18
1033	117403108123026337625/484	9/22	4/11
1034	54177160931281728925/722	3/38	3/38
1035	415330523227442598425/722	13/38	1/38
1036	32720859572358271925/722	11/38	9/38
1037	32720859572358271925/722	7/38	1/38
1038	32720859572358271925/722	5/38	5/38
1039	54177160931281728925/722	13/38	1/38
1040	3437639892578125/2	1/2	1/2
1041	605974042085940840325/722	9/38	5/38
1042	165816760957264002625/484	5/11	7/22
1043	4085470574616721883125/3698	25/86	9/86
1044	259805576737050193525/722	3/38	3/38
1045	3074632494299182448125/3698	41/86	7/86
1046	2736140843550648600625/3698	35/86	9/86
1047	2736140843550648600625/3698	31/86	1/86
1048	174719674297251331625/484	1/2	3/11
1049	3187463044548693730625/3698	21/86	13/86
1050	31346215614390625/4	1/2	0
1051	517060532137795017125/484	5/11	7/22
1052	67228985260974265625/98	1/14	1/14
1053	46916838029312757025/98	3/14	3/14
1054	5884576882704819593125/3698	35/86	33/86
1055	3785619523268705598125/3698	39/86	11/86
1056	30104775390625/2	1/2	1/2
1057	4085470574616721883125/3698	37/86	5/86
1058	5884576882704819593125/3698	1/2	11/86
1059	6612565775410570470625/3698	27/86	13/86
1060	292508218767308409125/484	9/22	3/11
1061	25434752279255350048225/5618	7/106	3/106
1062	51301078145275375625/144	5/12	1/3
1063	2454679825497365123125/1058	9/46	7/46
1064	3150753964336980625/242	1/2	7/22
1065	627077481194399243125/1058	11/46	9/46
1066	3841330175698510625/242	9/22	5/22
1067	6108344705618943125/242	9/22	1/22
1068	3150753964336980625/242	9/22	1/22
1069	1643959883131262880625/1058	21/46	3/46
1070	627077481194399243125/1058	3/46	3/46
1071	1022738416123270673125/484	9/22	4/11
1072	318078538811775625/98	1/2	5/14
1073	68683013351016390625/722	7/38	5/38
1074	41481819944673265625/722	1/2	9/38
1075	41481819944673265625/722	13/38	11/38
1076	12994529663567310625/256	1/2	1/16
1077	2811816303354988060625/1922	15/62	9/62
1078	17978732822195868125/256	5/16	1/8
1079	1156513140057490645625/1922	29/62	1/62
1080	949865873125/2	1/2	1/2
1081	258153395008992640625/722	17/38	15/38
1082	17978732822195868125/256	3/8	5/16
1083	2811816303354988060625/1922	7/62	3/62
1084	12994529663567310625/256	1/16	0
1085	10657900132132331229125/3698	31/86	5/86
1086	23672118026185923125/144	5/12	1/6
1087	8343258211594308835625/1922	23/62	3/62
1088	318078538811775625/98	3/14	3/14
1089	8793289739668867225/98	3/14	3/14
1090	2284371396011811738125/1682	1/2	23/58
1091	34262426110597578902125/6962	13/118	5/118
1092	14297021778191498125/144	1/2	1/12
1093	1607436755571371538125/1682	19/58	11/58
1094	1012778071429361258125/1682	11/58	11/58
1095	14693843473366953025/64	1/8	0
1096	604947975551766120625/1682	1/2	11/58
1097	560548124135122735625/1682	9/58	5/58
1098	8793289739668867225/98	1/2	5/14
1099	1094515989486177480625/1682	13/58	9/58
1100	23295344541015625/2	1/2	1/2
1101	5652049854740914475825/3698	39/86	15/86
1102	1607436755571371538125/1682	3/58	3/58
1103	1324402093407626260625/1682	19/58	3/58
1104	620073391841873125/98	3/14	3/14
1105	8338172557984121355425/3698	29/86	5/86
1106	1324402093407626260625/1682	1/2	15/58
1107	6638094834380502025/98	1/14	1/14
1108	3251179119983711866625/3698	3/86	3/86
1109	2102032680362562780625/1682	27/58	13/58
1110	4854500329838693061125/3698	39/86	31/86
1111	6099736971948115622425/3698	29/86	23/86
1112	96033254392462765625/144	1/3	1/12
1113	3637457827308509316125/3698	39/86	5/86
1114	4087452610068324901625/3698	1/2	17/86
1115	3508698258200243499625/3698	35/86	27/86
1116	5075822012864890625/98	1/2	5/14
1117	3251179119983711866625/3698	25/86	9/86
1118	4087452610068324901625/3698	35/86	15/86
1119	65820545145395828125/242	9/22	1/22
1120	8140331265625/2	1/2	1/2
1121	10942493154144422411125/3698	39/86	33/86
1122	65820545145395828125/242	1/2	7/22
1123	5053813087499433297625/3698	31/86	15/86
1124	5451977293511147591725/3698	15/86	1/86
1125	1716518767044030625/18	1/6	1/6
1126	3683768441561586210625/2738	1/2	13/74
1127	6992261942978667987125/3698	35/86	23/86
1128	2115660005858140625/98	3/14	3/14
1129	3100439519057175173125/1458	23/54	13/54
1130	70377269448805255625/64	1/2	3/8
1131	169923619494898953125/144	1/6	1/12
1132	5121906884709265625/98	3/14	3/14
1133	129055260357346578125/256	3/16	1/8
1134	878625932640625/4	1/2	0
1135	129055260357346578125/256	3/8	3/16
1136	5121906884709265625/98	1/2	5/14
1137	1250453507686043025625/1458	7/54	1/54
1138	1349499330077016730625/1458	13/54	1/18
1139	1349499330077016730625/1458	5/18	13/54
1140	2115660005858140625/98	1/2	5/14
1141	1531454295930097638125/1458	11/54	1/6
1142	1250453507686043025625/1458	23/54	13/54
1143	465115111571749875925/1058	9/46	5/46
1144	123608881260717653125/578	15/34	11/34
1145	5726253914110584505625/2738	33/74	19/74
1146	311499111419612302225/1058	1/2	11/46
1147	23465606318103626691625/2738	9/74	5/74
1148	388454579225852244625/484	4/11	7/22
1149	311499111419612302225/1058	21/46	5/46
1150	615889995693427821925/1058	1/2	13/46
1151	615889995693427821925/1058	17/46	15/46
1152	167469252925/2	1/2	1/2
1153	615889995693427821925/1058	11/46	5/46
1154	615889995693427821925/1058	21/46	21/46
1155	311499111419612302225/1058	19/46	17/46
1156	388454579225852244625/484	2/11	3/22
1157	4391318646991698493825/1458	25/54	13/54
1158	311499111419612302225/1058	7/46	7/46
1159	5196061620190344697625/1682	23/58	19/58
1160	123608881260717653125/578	7/34	5/34
1161	465115111571749875925/1058	13/46	11/46
1162	2200951865320801029125/1682	1/2	1/58
1163	6268386228430280437925/1458	5/54	1/18
1164	1147852890025694647925/1058	1/2	1/46
1165	1386726897803279261125/1682	21/58	1/58
1166	557725213160308972025/722	15/38	3/38
1167	557725213160308972025/722	9/38	1/38
1168	10376592022543692725/144	5/12	1/6
1169	939996085088128895125/1682	27/58	21/58
1170	1694756467041015625/4	1/2	0
1171	939996085088128895125/1682	25/58	9/58
1172	939996085088128895125/1682	11/58	11/58
1173	6316183967539930134625/1682	19/58	7/58
1174	1386726897803279261125/1682	25/58	7/58
1175	53351180789132757480625/5618	17/106	5/106
1176	632085722328125/2	1/2	1/2
1177	7551863085639048216625/1682	27/58	19/58
1178	2200951865320801029125/1682	11/58	5/58
1179	6055884812651185726825/1058	15/46	1/46
1180	2199208571910973767625/784	2/7	5/28
1181	2246114181973045515625/484	5/11	3/22
1182	5196061620190344697625/1682	1/2	7/58
1183	33431936233794772968125/5618	15/106	7/106
1184	4811657332946140625/162	1/2	1/18
1185	2695547790111992271625/1682	21/58	11/58
1186	1037959848532176578125/484	9/22	3/11
1187	53351180789132757480625/5618	47/106	15/106
1188	401125791015625/2	1/2	1/2
1189	13467953623406863953125/1458	5/18	7/54
1190	856127466307561703125/484	9/22	4/11
1191	8144992500559096203125/1458	13/54	1/18
1192	3190909226513328125/242	5/22	5/22
1193	1327390291797962640625/484	4/11	7/22
1194	4239975273586203125/242	7/22	3/22
1195	7576349259358953125/242	9/22	1/22
1196	3190909226513328125/242	7/22	1/22
1197	93788881705537793125/162	7/18	1/18
1198	1981824243567960813125/1058	3/46	3/46
1199	856127466307561703125/484	3/22	1/11
1200	5535425260625/2	1/2	1/2
1201	1981824243567960813125/1058	11/46	9/46
1202	1981824243567960813125/1058	19/46	5/46
1203	2416196680514363183125/1058	15/46	7/46
1204	131947428213819408125/256	5/16	1/8
1205	11497101215865642300625/1922	21/62	9/62
1206	3131176808670048125/98	1/14	1/14
1207	11497101215865642300625/1922	27/62	17/62
1208	65302612986874680625/144	5/12	0
1209	229781317221617078125/722	15/38	11/38
1210	229781317221617078125/722	13/38	5/38
1211	335254708733179015625/722	11/38	5/38
1212	5941411986262748125/98	5/14	5/14
1213	13943130329007724300625/1922	13/62	1/62
1214	29507720852557488125/98	1/2	1/14
1215	59078807710755625/18	1/6	1/6
1216	3613531145561260625/98	3/14	3/14
1217	9338535364132955775925/1444	9/19	13/38
1218	5941411986262748125/98	1/2	1/14
1219	4588297722261856884125/1444	13/38	4/19
1220	166775036357194137925/722	1/38	1/38
1221	4756675620326512182625/1444	6/19	3/38
1222	4777505875757191188625/1444	7/38	1/19
1223	126233038568704955225/722	11/38	3/38
1224	3131176808670048125/98	1/2	3/14
1225	55270045039723101732625/6962	7/118	3/118
1226	56205951479496366925/722	1/2	15/38
1227	836299017358425141625/722	11/38	9/38
1228	32189892277066454125/722	15/38	15/38
1229	32189892277066454125/722	11/38	5/38
1230	33517310515295998625/722	1/2	1/38
1231	56205951479496366925/722	11/38	3/38
1232	23238445673828125/2	1/2	1/2
1233	1384691815626244906625/722	13/38	1/38
1234	3490938317633586145625/1682	15/58	1/58
1235	3490938317633586145625/1682	25/58	23/58
1236	126233038568704955225/722	1/2	15/38
1237	4777505875757191188625/1444	17/38	6/19
1238	5451977293511147591725/1444	1/2	2/19
1239	4588297722261856884125/1444	11/38	3/19
